"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","QC.1.Dup","QC.1","QC.2","QC.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Test","Test","Test","Test","Test","Test","Test","Test","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third"
"M824.345T903.272","69434.767","15301.441","164122.969","71536.083","141195.877","83333.455","308742.112","296293.699","243411.171","405236.949","155931","9344.791","114536.182","192660.47","145918.113","148456.787","3226.716","44621.258","195969.708","499370.767","224198.847","162696.77","391615.704","180507.776","497785.144","6661.419","154816.449","139427.759","233060.088","131722.572","9297.777","9297.777","9297.777","9297.777","254950.288","254950.288","231392.13","224888.699","62688.607","65283.194","64090.236","35026.414","2781.432","356625.711","1370.288","3896.467","5133.7104","14745.332","3857.126","171914.99","822434.413","225320.822","266870.861","37990.659"
"M825.507T13.11","14275.683","15201.958","14942.82","15913.877","15829.093","14987.172","14500.472","16352.756","14923.479","14924.64","14423.222","15347.917","16627.404","16058.03","14000.329","15137.933","14810.7858","15255.183","15918.173","15720.881","12974.15","14973.81","17893.963","13584.816","15311.214","13226.656","14457.264","16144.282","14859.501","14557.199","14911.787","14911.787","14911.787","14911.787","15055.12","15055.12","15963.325","14541.688","15019.947","16562.117","12886.027","14487.946","15824.44","14610.241","16403.376","15035.049","15617.5385","18060.961","16779.547","14834.056","15167.661","16661.527","12610.085","8866.11"
"M827.834T17.122","25763.326","28712.19","25616.06","25938.213","17244.149","26910.31","23060.976","23644.251","24508.848","27250.225","23451.474","43313.965","25496.26","25193.354","24647.606","26303.947","41307.2998","23769.094","27099.206","28027.287","23151.842","26754.022","27939.034","27366.842","23277.767","17386.564","18072.047","26639.68","25602.943","25018.977","21316.159","21316.159","21316.159","21316.159","22115.159","22115.159","25315.72","29057.3","16000.309","27101.694","17584.92","19893.291","43015.969","28209.881","42034.243","26963.947","29674.6206","28211.073","25622.841","26000.871","23409.788","25056.114","16259.644","33134.4"
"M829.834T17.046","13783.183","12342.918","14055.376","15200.736","14567.841","16543.058","9887.123","16146.473","14397.918","13738.447","13432.402","24298.481","15552.518","9701.016","15579.954","11490.368","14486.0693","14000.218","15013.654","13491.754","11183","15002.518","14272.69","13088.981","12697.102","10781.053","10400.902","13741.019","13512.921","12591.748","10912.546","10912.546","10912.546","10912.546","15158.829","15158.829","23293.672","16253.923","14441.728","16154.069","10370.021","11618.944","12759.726","13787.523","10600.443","10356.797","24344.816","14506.948","14531.713","17452.344","15357.287","12930.676","13207.504","13416.47"
"M830.837T11.111","28130.546","18931.079","22434.642","20493.406","24071.211","26244.058","28221.185","25551.344","20791.284","25042.904","22699.582","23486.326","20728.407","26469.17","20568.083","22825.71","18088.7613","17211.887","18940.343","25895.454","23307.078","25559.366","27576.024","23801.923","22069.129","20134.978","20981.192","25765.943","19491.656","25170.264","19835.034","19835.034","19835.034","19835.034","25329.762","25329.762","25277.606","27598.548","19790.547","26602.278","22221.459","23190.589","24273.936","25549.171","24265.766","21404.059","19294.875","25137.365","20436.105","21550.73","26487.959","26364.858","21389.29","26647.103"
"M831.338T16.12","11565.338","8256.696","10261.891","9866.495","7376.597","9652.574","10986.862","11221.845","11566.021","6732.136","9975.821","10317.815","9394.988","10231.256","10502.268","9675.802","9272.6866","11099.367","10074.952","10699.776","10574.617","10706.05","10428.925","10738.15","6804.352","6805.956","8010.977","10709.645","10413.701","10605.641","7479.989","7479.989","7479.989","7479.989","8250.68","8250.68","9968.077","11596.379","7675.32","10593.703","6022.342","9426.837","15702.127","11622.075","10593.902","11689.453","15608.686","11203.654","10776.684","10838.533","9583.447","11213.965","7162.632","11805.354"
"M832.829T11.107","12486.866","13012.922","11053.4","8231.178","11047.829","8176.456","12877.394","12346.474","9117.054","12417.14","12270.261","8684.964","8323.5","11638.812","8855.563","8621.041","8619.4643","12252.648","13560.56","12832.382","8968.263","13868.724","15011.435","12855.005","12837.846","8015.22","9993.406","12312.378","12158.366","10585.344","9417.631","9417.631","9417.631","9417.631","10144.195","10144.195","9396.676","8864.514","12225.27","10112.24","9187.738","11634.8","11986.668","12916.926","11783.561","7817.204","10063.6644","12196.48","10395.522","12717.51","9301.363","11686.956","10392.219","13674.368"
"M832.832T12.107","12484.982","10495.209","11053.4","8231.178","11047.829","8174.81","12027.115","9875.019","9117.054","9732.124","12268.639","8684.964","10986.677","9362.379","11415.875","11533.91","8619.4643","9437.16","10897.679","9794.157","8968.263","13868.717","12766.55","10917.021","10308.842","8015.22","9997.062","9872.11","9622.387","7887.022","9417.631","9417.631","9417.631","9417.631","13428.164","13428.164","9396.676","12377.02","9319.803","10112.24","9187.738","10841.965","11986.668","10128.558","11783.561","12998.415","10063.6644","12187.813","12847.616","9775.719","9301.363","9308.02","10389.377","9213.002"
"M833.496T16.119","8451.279","20346.858","11735.908","11234.9","11530.198","12407.876","8582.949","12208.295","11582.794","10842.096","9129.491","12853.6","10823.611","11325.608","10476.228","11909.913","11059.8485","10923.059","12472.77","11844.411","9854.254","10785.81","10190.18","11119.648","11077.349","8039.606","8159.18","12298.574","12170.06","11234.66","9703.255","9703.255","9703.255","9703.255","10138.308","10138.308","8920.682","12835.84","11354.241","12004.06","7843.371","9543.477","9432.23","11137.526","8653.807","11478.669","12422.58","8837.447","8382.686","12724.542","9769.574","10997.783","7156.617","12591.551"
"M834.826T11.107","8439.228","5510.285","5570.849","7490.916","5305.364","4815.436","6762.677","4687.254","6140.366","5188.303","7785.286","5247.5","7344.507","5597.337","7286.345","7637.807","6077.4212","5412.43","6286.659","4990.455","4217.063","6129.111","7149.117","5617.457","6664.609","4740.164","5920.956","5006.541","5415.352","4966.455","5562.166","5562.166","5562.166","5562.166","7937.865","7937.865","5288.016","7470.344","7182.36","6121.886","6336.926","5424.721","6152.036","5456.002","6112.208","6261.801","5870.7708","7140.295","6758.791","5039.258","4848.604","5887.106","6351.961","6181.095"
"M835.826T17.121","18609.37","19556.187","19555.894","21052.935","19555.235","18918.249","21737.415","13127.088","13900.359","19416.418","19074.16","22922.663","18563.574","10563.596","19550.453","15018.922","23252.7587","7319.894","18741.077","11486.64","20225.531","13582.626","14246.612","17465.993","18406.677","16285.09","14531.129","19219.916","16216.2","17890.606","17558.157","17558.157","17558.157","17558.157","27068.413","27068.413","20627.698","19122.821","19335.276","22060.61","17846.28","21787.362","20023.102","18893.451","24441.369","15654.6","25079.012","21532.424","19335.582","19179.741","14731.785","14818.955","14012.797","14324.471"
"M839.337T903.707","52889.362","37673.75","100544.341","80027.996","138651.231","74773.92","210552.734","148617.148","133632.942","268446.684","101039.45","3619.635","91831.583","151555.625","153137.353","146181.931","3383.0509","65896.548","143547.706","239232.566","152464.321","110789.478","220631.586","157723.237","242498.568","2564.084","166956.699","123116.158","143376.677","142891.849","189.42364","189.42364","189.42364","189.42364","155735.781","155735.781","152606.725","128916.179","40445.239","53638.33","67265.804","37751.904","1156.765","283192.557","1032.129","189.42364","947.1182","189.42364","2046.704","107463.157","323078.4","203289.162","155911.986","46360.963"
"M840.342T13.111","31177.252","28342.774","30800.515","28886.229","30789.151","28572.304","27603.573","28476.883","28834.688","27648.698","27442.08","28661.719","33406.599","29173.258","29387.9","30196.861","26890.275","28049.898","28121.004","29371.105","25678.293","30468.805","30414.924","27888.334","28028.768","25217.264","27567.222","29699.432","26338.961","26122.132","26300.241","26300.241","26300.241","26300.241","26241.881","26241.881","29584.488","28680.616","31126.912","28776.871","26194.744","28521.434","32232.396","29293.144","28461.412","28763.878","30379.0194","27888.643","31455.244","32242.61","28840.442","30573.155","25597.106","30581.389"
"M840.501T14.112","15627.815","12764.082","12124.48","13643.406","14687.359","13397.858","14884.154","13509.804","14073.89","12356.494","14421.311","13874.549","13583.743","14500.776","14900.78","14474.484","12081.2316","14763.564","13020.386","13244.742","13717.033","15784.195","11904.345","15403.509","13289.925","12646.949","13513.815","14908.164","14335.615","13011.971","12093.012","12093.012","12093.012","12093.012","11041.929","11041.929","14078.108","13854.061","14305.715","15532.163","12841.766","13624.49","12771.935","14104.773","14021.634","13764.932","13906.5631","14630.082","15964.131","14202.18","14006.645","13157.653","11579.115","13599.933"
"M843.824T18.125","11811.435","12006.625","12985.833","12947.926","11172.842","12414.842","9730.332","12315.337","11334.385","14024.996","10819.665","19639.114","11750.734","12870.599","11355.966","12917.546","11949.3665","11619.935","12750.706","12479.977","11102.869","9784.947","12634.219","12718.503","9134.789","9071.086","8574.256","11506.656","13279.834","11646.556","8482.709","8482.709","8482.709","8482.709","11504.777","11504.777","12738.1","10425.703","12851.665","11949.908","7085.499","9117.837","10870.07","13523.148","10569.119","13420.234","12588.5649","12483.788","11889.098","13803.501","11403.684","12780.151","7945.372","13719.89"
"M848.827T17.121","26601.066","23309.72","23835.473","25756.118","25070.988","25996.807","23010.826","22861.305","25254.791","24872.394","21961.325","38203.102","22526.595","24208.261","24132.18","25871.375","24516.497","22465.194","26112.394","26599.356","23984.106","26450.399","26519.342","22985.849","22769.73","16421.22","18532.12","23099.353","25781.094","22152.848","19517.803","19517.803","19517.803","19517.803","22636.327","22636.327","24102.789","24932.442","26804.017","23861.416","16784.862","24074.589","20109.328","22969.693","20986.985","26499.273","38244.39","24086.623","36521.937","26354.078","27574.725","23860.912","18713.974","24979.236"
"M848.829T12.14","15998.671","11995.097","14242.19","11750.872","12469.41","16286.234","16410.557","13983.539","16830.34","16431.146","13602.988","12967.245","15003.992","12214.534","15880.341","17669.822","39480.4118","13479.938","14524.211","18465.23","16125.024","18164.719","15601.354","13798.181","13686.257","14498.228","13813.884","13565.593","11079.594","11471.523","13077.245","13077.245","13077.245","13077.245","23130.309","23130.309","12167.26","15678.896","13817.626","16602.357","13244.818","15472.278","16146.527","13165.92","37481.002","15869.997","12704.2918","17817.292","12976.202","16658.514","13575.288","16015.904","13696.729","23107.286"
"M850.818T18.123","13802.875","16864.442","13991.216","14251.974","14744.1","15893.242","10955.661","14005.106","14469.446","15241.685","14848.794","13683.229","13922.613","14751.594","14215.689","16300.756","15402.0825","13711.523","14694.055","14532.635","14235.526","15682.908","15292.293","13230.469","14582.342","8926.799","10026.671","14521.985","14250.563","12766.299","10358.455","10358.455","10358.455","10358.455","18060.515","18060.515","16687.27","15150.806","15076.632","15359.016","9331.924","12434.964","21767.697","14499.898","15570.572","15774.943","14919.4837","14226.73","15536.103","15378.564","12672.998","15272.855","10120.219","15305.431"
"M853.825T17.626","23245.431","26395.755","23572.397","25612.005","24639.964","24659.371","26657.734","23455.771","20689.386","25847.124","26271.289","37368.675","23253.552","23207.646","21365.906","25787.13","37154.7353","21406.725","25113.549","25794.493","22469.5","26990.326","26382.912","25080.244","22876.112","15913.32","18909.439","25266.237","25424.434","21382.841","19250.175","19250.175","19250.175","19250.175","21988.775","21988.775","23966.532","26661.96","25031.759","26844.228","17234.671","19090.057","38248.896","24581.013","38078.74","24602.091","24605.9245","24537.909","23501.639","24632.193","24316.367","26307.212","15081.108","26296.988"
"M853.828T11.107","15803.749","15594.644","14045.822","10915.795","16131.422","15742.825","14574.121","12887.986","13100.958","16909.156","15062.07","15628.316","14468.414","14274.696","13403.009","15580.404","13955.2745","14272.119","16260.636","15592.638","12540.897","26974.682","14268.162","14821.277","16214.198","14043.028","15679.044","15992.654","14425.146","13042.414","14948.996","14948.996","14948.996","14948.996","15465.126","15465.126","14866.455","15450.212","15881.47","26409.24","11537.949","13029.051","14468.02","14709.454","13556.325","15025.976","36011.712","16257.1","34616.672","15421.997","13241.712","16503.362","14584.758","26203.863"
"M854.81T18.145","13846.853","15892.711","14218.182","12705.898","13489.163","14522.721","10835.792","14013.71","12854.544","13022.781","12387.674","15950.392","14092.15","13965.745","14436.025","14179.847","15308.8173","12591.602","16319.744","13368.681","13169.008","12026.991","14195.022","15470.999","12196.124","9000.841","9465.738","13323.921","13396.166","12479.679","10404.112","10404.112","10404.112","10404.112","14315.473","14315.473","15683.899","13939.714","15712.942","16176.241","10503.676","11516.171","12034.383","13530.712","15499.761","13387.825","14536.6759","12918.375","12893.557","14363.428","13014.459","15117.341","9194.418","13796.502"
"M855.494T14.083","15115.21","17427.465","17332.441","15641.117","9255.523","19528.646","13308.186","17518.098","15360.126","16273.452","15800.663","16888.293","15885.697","16210.486","16090.792","16344.195","14247.5375","17026.804","16963.086","16958.603","14922.454","15662.736","15659.185","18803.712","15821.595","12903.962","13986.441","16947.35","16450.005","15053.959","13004.575","13004.575","13004.575","13004.575","15697.345","15697.345","15001.595","16792.372","18186.731","11025.411","13339.823","15517.546","17956.462","16435.892","15021.572","16396.655","18057.403","18361.509","16498.614","17388.823","16331.791","19146.075","12284.744","10806.322"
