"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M416.157T975.822","94338.876","253966.507","428082.262","423904.057","124907.333","72889.296","102896.701","270631.019","273606.443","333000","180704.915","5975.2553","445313.811","645000.656","136000","140000","14127.4475","330798.5971","424000","267078.744"
"M628.488T1423.366","293025.62","260794.482","334837.841","354229.806","268233.704","249850.258","205605.7","221057.059","313978.104","276000","168536.853","87952.4545","371207.427","288918.283","268000","243000","71000.7741","260852.8126","288000","267264.551"
"M409.275T1322.624","100350.538","65904.416","76138.286","70246.622","113300.032","98328.833","134265.954","58621.358","44776.517","60300","79532.398","27971.6851","73834.689","92399.939","1e+05","126000","44811.8641","78256.0856","67000","52564.294"
"M535.375T1490.352","124629.863","114223.191","174373.337","188275.819","147948.694","122788.81","156461.322","167896.249","173055.561","133000","189314.068","94387.1414","233715.55","171648.088","138000","191000","67239.6344","156692.304","188000","205164.368"
"M969.398T948.9","114812.219","24891.716","98261.24","104008.948","232107.414","165308.69","128226","225172.377","189207.757","622000","235106.098","1375.5417","169084.994","169389.732","370000","309000","1502.4337","315209.328","254000","381869.736"
"M654.545T1490.203","75397.602","71022.865","81661.574","128728.37","101697.04","93236.737","55133.712","92478.18","110165.057","80800","58701.338","51758.0048","139281.56","81695.482","101000","130000","46920.8124","96344.9818","139000","115524.277"
"M891.586T1463.866","22318.266","38338.431","32182.194","17324.724","73429.382","32378.565","36215.182","39255.598","28969.664","44800","32857.846","19312.3898","32543.685","43024.335","60800","30800","18950.1185","48031.6643","24700","24699.155"
"M683.47T1389.183","98500.089","47342.497","63495.141","89598.895","91836.121","93414.902","115534.22","71825.107","803007.19","121000","105827.778","83436.6412","212018.66","107368.716","336000","157000","45742.6252","149215.62","485000","137683.764"
"M487.275T1254.627","94175.117","51980.868","98149.967","63348.608","83166.64","87199.3","64313.05","75413.245","75353.694","101000","52257.898","6207.0995","100633.451","98236.274","90500","96200","10465.6982","76084.5038","95900","79067.458"
"M402.158T851.401","38381.355","47200.818","87542.401","70601.662","64330.923","80554.214","130546.152","126877.379","100490.154","154000","81166.22","1354.6569","70020.159","128902.903","96900","115000","270.93138","147945.9636","1e+05","114487.625"
"M808.52T1220.972","61667.748","43702.22","45350.146","61830.005","55785.137","66152.018","294453.874","44484.682","41639.245","78700","19852.825","3119.41338","65428.767","56364.016","77800","61200","15597.0669","47163.1337","37200","46740.931"
"M718.535T1356.181","47201.598","81538.601","78547.676","57992.566","56296.721","58258.222","60925.673","58948.765","49331.8","48300","46223.503","18477.2212","54014.323","152397.45","50700","71700","26268.1019","59661.9521","62200","59974.524"
"M577.49T1591.335","135150.992","101085.55","163990.744","180056.451","184628.556","150198.572","73963.594","173834.21","236939.448","158000","88046.032","85136.6248","252460.942","153072.766","272000","284000","106120.8037","231100.4514","228000","226531.979"
"M893.342T812.644","74670.789","23660.291","51157.764","55078.839","102119.541","124001.247","153263.802","131506.587","67020.093","254000","124237.831","7616.2181","62982.27","87309.894","220000","172000","15914.1547","127426.1521","71000","110530.327"
"M433.222T1389.363","135686.706","93144.054","103875.68","123100.436","109114.244","114074.094","55166.439","96896.988","141967.001","107000","90466.95","43339.5019","102136.206","111461.624","114000","81300","45092.6255","130426.9271","90900","122436.977"
"M625.472T1308.231","13007.135","9713.497","33786.603","102977.456","54759.088","15703.786","67843.075","15790.986","18073.137","21500","13108.93","24353.6902","54224.826","38753.409","52600","55000","11256.0327","63149.237","35700","28445.532"
"M873.355T919.58","67462.124","21938.649","61934.347","55836.529","90149.521","59580.454","47290.114","83019.508","73622.344","144000","100775.7","10340.4216","62592.122","64480.074","92000","84900","10534.9255","108823.8236","78000","101823.038"
"M279.157T1436.378","539244.841","5203458.062","1618952.61","2133187.277","560552.639","971391.269","238580.009","549462.648","382905.389","661000","511685.584","210879.4067","1491776.807","3162869.652","509000","828000","195186.3712","525980.9546","2060000","461140.13"
"M878.848T990.311","34970.728","11363.229","35022.438","38258.845","38929.917","26003.795","43699.847","52962.412","41242.642","80200","54142.474","7920.6873","60617.417","44343.795","39500","59100","8335.7134","55703.3789","58900","59745.627"
"M507.368T1440.116","96557.563","101066.112","155083.679","183486.865","135756.296","115478.262","166909.713","123682.278","147395.688","116000","74269.622","75277.6142","191302.731","130146.328","154000","155000","69203.7139","218330.3032","206000","141946.481"
"M1033.392T828.514","25496.671","6974.552","17096.647","11044.744","13335.218","40094.637","64387.312","28201.039","21527.304","55900","33464.229","5519.1421","30984.229","30054.923","40200","27300","1103.82842","28271.8371","35300","17942.933"
"M952.357T909.479","62702.198","32875.514","89926.655","110079.183","82185.417","61676.102","77479.164","96480.182","79386.798","184000","84060.908","17129.0523","149756.669","115269.003","99800","120000","18535.0448","101083.3334","126000","113857.882"
"M369.163T896.878","45673.357","41204.456","39464.599","44405.681","42131.074","45067.506","81484.064","43568.958","66169.249","41600","43963.504","10288.8625","43622.744","38650.758","40300","30300","18570.6322","35859.3353","40000","55871.995"
"M763.448T1339.403","261320.13","217731.343","276817.234","389121.396","335410.909","309802.08","573701.474","373430.829","308780.194","319000","371365.073","262963.3423","264540.077","392706.076","419000","244000","120609.1688","306599.4175","217000","209961.712"
"M1071.408T843.183","24984.618","699.16806","27741.224","26982.135","15221.974","25970.88","71327.06","53441.134","33995.73","114000","33902.561","699.16806","34879.393","34215.083","55000","27000","3495.8403","51612.1095","45200","52514.663"
"M803.314T959.886","56644.384","16697.632","70870.239","71941.826","87312.433","77225.842","51947.22","120128.678","82483.981","143000","74860.668","5391.6332","84449.288","101450.426","88600","109000","6316.7908","117398.5726","93300","111737.768"
"M789.338T992.058","167099.932","21434.429","104653.58","131291.507","325936.755","177074.363","79814.221","360949.306","255723.008","586000","260244.002","3869.063","181298.975","158573.676","296000","344000","9737.8728","240984.6404","190000","359490.351"
"M1087.424T940.951","53957.482","27040.735","45251.835","50167.862","75499.174","56235.549","56142.429","79966.482","64597.069","93800","49626.056","2801.3082","71628.065","58312.941","86500","70200","2839.8836","71858.689","54000","64306.848"
"M524.359T1643.061","127601.709","107173.235","110156.773","105813.793","89815.182","96219.579","25518.862","100129.25","99294.527","102000","91003.697","112473.7025","128661.117","104172.085","96400","95100","95486.7754","100491.4584","139000","108580.337"
"M864.323T959.199","69607.788","18723.679","62321.697","73561.036","68362.079","65986.236","77294.254","85723.701","66447.598","121000","78216.658","20699.8866","84916.514","89680.201","76900","95700","19803.2546","91135.5431","81800","97107.432"
"M1059.419T884.787","47123.001","12172.902","120795.28","134098.626","135041.955","113560.092","13226.606","94314.614","83147.099","180000","66678.944","1622.3017","223243.557","127171.656","207000","180000","2780.896","107488.4434","130000","89554.033"
"M917.578T1423.395","35852.871","42210.277","71300.109","63519.018","79710.102","52242.225","8293.408","63138.884","46288.145","30700","24693.576","10989.3199","50139.894","88233.089","66300","49200","4742.1309","65291.2021","72500","46757.461"
"M855.334T832.505","70300.208","15272.386","81661.944","79266.262","101087.483","94888.594","176836.412","122763.327","119146.032","210000","113764.151","9809.0669","103049.19","124453.641","162000","143000","7583.0283","141753.6677","132000","139091.266"
"M329.322T1280.542","70169.803","74898.557","97069.228","77859.861","74773.832","122213.715","160138.692","56781.122","72194.426","69200","77830.447","64595.7806","81601.477","94351.45","106000","76900","72247.1845","96029.2417","72800","76561.823"
"M609.462T1356.757","660132.302","385762.359","456067.538","448952.934","614687.639","550535.476","233415.111","106520.523","567374.195","520000","205659.301","13061.3869","595172.508","429968.674","539000","611000","10851.6184","608018.1735","371000","565851.161"
"M1051.394T940.951","44927.03","16872.129","43347.171","40864.869","42270.552","30545.541","35140.569","41527.261","36630.564","61400","49387.102","1361.9326","53128.392","48198.362","61200","64300","7911.3309","52324.8947","69600","51495.543"
"M959.579T1341.992","29065.278","34103.347","30449.899","25117.021","42507.527","13317.89","42321.479","34732.728","29272.139","25600","21925.205","449.99682","30222.257","31024.226","30100","27300","2249.9841","41062.1425","35300","18715.322"
"M988.369T843.183","51139.694","29861.58","63717.903","62445.745","68883.514","61464.644","87006.463","84427.533","58247.399","125000","74717.286","7053.2669","72899.309","62710.873","81400","69400","3858.5956","72768.2706","62100","84775.469"
"M1121.44T843.183","32177.856","26057.554","49409.338","39815.091","56558.684","47472.105","87140.04","51862.591","45227.304","72900","42532.115","2569.3569","74929.492","56043.403","97100","61600","12846.7845","55266.9785","53300","106077.565"
"M813.332T1056.081","25222.046","9045.224","44566.681","37842.523","35463.851","20933.399","20275.048","44112.322","38056.485","89500","44924.234","2902.2929","47316.607","88839.672","40200","59800","2515.6189","55681.0671","90400","53796.629"
"M821.502T1286.343","218022.996","255858.442","222204.652","285535.623","205388.154","227929.077","186072.883","139928.025","207665.467","268000","131084.735","3262.2308","314637.658","197875.248","176000","175000","9067.1001","200397.0371","217000","205334.767"
"M869.334T919.017","78638.764","37092.165","88946.689","95110.271","90406.503","87013.677","87934.965","117578.374","99277.197","181000","119595.509","12336.3464","126217.357","131933.925","109000","106000","14597.4355","113498.765","132000","125126.982"
"M1011.379T940.951","29705.771","6163.44","42917.294","41364.787","44473.599","36960.396","22789.377","52684.014","50892.111","87400","58389.125","3831.2218","45016.804","53662.43","63800","60400","2001.9373","61288.4848","57700","50572.06"
"M333.151T715.669","72805.811","22821.393","28034.957","46532.014","83600.079","84835.617","6700.627","42905.964","75469.682","125000","53387.712","626.5146","109947.197","92546.077","118000","72500","125.30292","60729.0593","87500","125.30292"
"M385.183T1439.992","332610.981","726564.166","295518.938","607327.237","269121.28","352638.55","346060.118","202678.171","197237.986","356000","219628.328","199779.7088","439824.229","358404.971","185000","282000","196444.6191","235244.1886","298000","241807.405"
"M1000.358T926.047","79630","53557.703","96506.438","80367.511","90447.578","75476.19","89876.431","110613.877","83823.455","145000","98027.901","16482.6019","101912.223","106424.744","98500","113000","26801.4022","105608.6265","102000","118304.772"
"M463.37T1506.898","239548.58","247314.203","332567.017","376418.436","245574.338","244703.084","391372.747","321996.178","277803.22","221000","223706.877","186583.7729","470232.486","192434.716","223000","280000","210068.8513","350387.0133","468000","326000.212"
"M440.239T1157.441","151103.707","202766.05","226727.784","268932.374","155282.896","155236.336","153561.024","91508.059","179034.91","167000","94149.348","1388.61522","313883.883","199002.709","131000","118000","6943.0761","155936.9148","190000","140158.855"
"M951.371T927.31","48985.064","12408.498","63647.508","52890.41","58287.026","41103.905","109521.697","78387.268","59942.361","139000","61821.586","4112.3528","68474.296","70066.082","119000","72800","9507.0037","89505.2112","75600","111574.122"
"M852.32T958.31","45295.728","38071.627","50124.2","73281.979","69645.419","68707.099","63488.923","72522.213","81835.272","136000","81497.391","1211.79804","69780.687","90914.766","87400","88700","6058.9902","98265.7776","89300","91016.29"
"M354.276T1307.46","314386.332","421028.351","262680.247","186625.054","286989.777","228481.212","795621.633","268751.063","281382.163","361000","412292.954","194472.5115","274936.452","188038.108","235000","221000","206229.6527","277682.2381","239000","303722.013"
