"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"M798.839T1023.188"," 10782.110","  6060.299"," 29081.751"," 36744.917"," 58036.769"," 24485.044","  5991.083"," 27941.629"," 34683.692"," 79800.000"," 26494.749","  4590.824"," 39274.167"," 40979.403"," 57300.000"," 82900.000","  6205.176"," 67887.596"," 80800.000"," 52928.517","  1645.342"," 10807.334"," 35321.432"," 70931.888"," 71200.000"," 28014.410"," 78900.000"," 63900.000"," 71667.855","  4390.871","119034.899"," 36850.514"," 49920.319"," 60600.000"," 23708.598","  8186.817"," 29023.723"," 12733.474","     0.000","341935.295","  2404.124","  6452.123","     0.000","  7620.000","  5898.633"," 18816.096"," 53983.550"," 11000.000","549992.494"," 20315.277"
"M505.179T828.514"," 56842.9700"," 27962.5750"," 47402.2750"," 43385.4400"," 77634.9980"," 41816.5540","115238.3820"," 89251.7400"," 77150.8720","138000.0000"," 89853.3650","  2132.4471"," 58463.2680"," 77548.4830","112000.0000"," 80300.0000"," 10946.2272","123246.0555"," 65800.0000","116897.2830","  2986.3346"," 58811.0850"," 96836.9140","131382.1670"," 79600.0000"," 73664.2100","140000.0000"," 59100.0000","114498.5830","   852.8205"," 84513.5970"," 75107.9540"," 74581.8250"," 73900.0000"," 62427.4870"," 57977.9610"," 47680.3260"," 54289.0470","  5540.0554"," 92930.2120","  6331.0407","  3968.7242","  1369.7103"," 32700.0000","  5441.9406"," 62409.8900","155735.3530","134000.0000","259271.8406"," 40687.1520"
"M557.468T1570.748"," 48325.234"," 62213.978"," 79601.967"," 91208.235"," 94147.201"," 62733.392"," 13904.589"," 90836.890"," 95720.826"," 48000.000"," 27024.090"," 21817.413","153275.178"," 75978.180"," 98700.000","132000.000","  6379.091","119486.681","124000.000"," 99349.887"," 36272.935"," 87290.014"," 96266.917","110252.310","118000.000","121265.672","118000.000","220000.000","161830.003"," 11629.102","211914.962","190992.527"," 68529.563","178000.000"," 57625.259"," 60701.703","117082.656"," 82643.661"," 13503.303","200348.937"," 14979.240"," 40328.688"," 13333.350"," 40500.000"," 15811.669"," 75028.903"," 22555.395"," 33400.000","109974.018","177326.617"
"M764.517T1325.086","156194.50"," 95349.82","177121.46","148947.20","215887.12","188123.67","348797.75","188371.36","220778.32","224000.00","126742.77"," 50223.34","165213.64","164745.01","195000.00","162000.00"," 69756.40","215420.06","148000.00","160848.22"," 66349.92","225187.79","260891.89","153436.61","141000.00","132726.69","189000.00","173000.00","180994.30"," 38676.92","283217.16","128335.26","145316.22","141000.00","128632.11","172553.62","101243.49","164179.80"," 56780.58","104107.62"," 90182.16"," 21701.06","151449.74","109000.00","147447.45","133686.97","348997.98","295000.00","183971.07"," 84673.15"
"M651.489T1406.004","108890.70","136459.18","152984.48","252225.72","183325.40","133371.78","159191.97","146707.03","283930.78","121000.00"," 81444.27"," 27909.91","348862.94","209624.30","224000.00","281000.00"," 53019.52","206780.12","332000.00","233917.41"," 44802.51","169961.93","319740.84","317808.62","329000.00","255144.12","210000.00","385000.00","320667.28"," 39634.65","359942.70","371604.16","237969.32","278000.00","150750.95","166041.50","190705.59","157403.65"," 31203.17","392513.67"," 59822.61"," 54765.51","301587.20"," 41100.00","162415.35","168329.26","261813.51","366000.00","318163.50","273105.46"
"M703.261T828.514"," 57379.783"," 35828.188","102592.989"," 70658.931"," 79478.454"," 77163.106","120697.795"," 88353.513"," 82826.830","126000.000"," 64532.901","  8425.288","123732.160","100437.682"," 91700.000"," 90600.000"," 13362.921"," 84464.785","128000.000"," 93474.670"," 11610.767"," 56958.831","146678.117","133131.168","134000.000"," 99004.668","129000.000","133000.000","154987.682"," 13869.894","114295.118","116672.383","133929.397","117000.000"," 47484.962"," 73344.215"," 71100.296"," 62263.315"," 13448.935","149647.293","  6428.630"," 16895.849","  7339.197"," 43500.000","  8263.689"," 99327.342","180449.763","107000.000","132145.110"," 55009.074"
"M846.32T843.183"," 51608.051","  5581.510"," 46974.117"," 31630.645"," 78078.231"," 48059.920","139124.600","129063.839","122135.256","162000.000"," 86034.219","  1253.113"," 69258.603"," 73643.228"," 97900.000"," 74800.000","  6652.606","124542.305"," 94600.000","146536.135","  3165.482"," 40517.078"," 92634.692","245906.351","108000.000"," 77788.806","184000.000"," 75700.000","184524.080","  1444.064"," 74451.721"," 75157.343","106109.489"," 58100.000"," 35357.938"," 35247.297"," 40945.382"," 27597.473","  4185.842","141860.742","  1438.729","  2842.414","  5287.503","  7670.000","  3251.387"," 84339.955","370928.904","140000.000","163853.955"," 21979.911"
"M808.349T959.178"," 509977.778","  27832.682"," 421351.717"," 253999.940"," 927700.208"," 320418.070"," 194223.521","2673863.295","2194352.023","4380000.000","1618505.681","  14437.855"," 349328.349"," 402866.068"," 925000.000"," 890000.000","  13217.919","2543088.023"," 648000.000","2656531.870","  15217.108"," 127681.842"," 364317.086","5495320.006"," 603000.000","1156279.190","5470000.000"," 443000.000","2676286.456","  23828.330"," 609143.618"," 296146.568"," 986234.636"," 421000.000"," 383784.010"," 176590.027"," 147921.145"," 237878.022","  15803.602","1055605.297","  11998.506","  18995.746","   7465.551","  24000.000","  13731.117","1272963.783"," 332312.913"," 448000.000","2819333.274"," 111822.494"
"M701.265T828.514"," 69872.830"," 44567.487"," 73850.052"," 63543.603","121325.123"," 99680.440","109301.211"," 87181.244"," 80359.524","148000.000"," 77723.908","  6942.109"," 78706.334"," 84901.855","108000.000","114000.000"," 13626.087"," 93046.839"," 91800.000"," 93560.971","  8918.509"," 56585.345","106993.247","113039.668","101000.000"," 88359.955","122000.000"," 96300.000","114281.478","  6017.644","129464.780"," 95842.545","111677.654","108000.000"," 66406.727","125007.306"," 89269.678"," 51930.971","  8248.634","116672.304","  9532.227","  8267.639","  7218.325"," 26600.000"," 15351.428"," 77872.248","131730.996","117000.000","110396.225"," 79131.110"
"M822.329T941.141"," 68001.197"," 29570.567","129801.346","101238.547","141212.920"," 94714.971"," 76743.383","194357.721","158495.727","283000.000","143436.668","  1305.514","136306.731","185358.086","157000.000","202000.000","  6427.766","233808.126","183000.000","186707.494","  7420.169"," 59248.680","186397.366","387885.464","189000.000","149028.617","324000.000","169000.000","286908.785","  7881.326","207909.163","148920.488","167691.769","189000.000"," 95254.612"," 98004.084"," 86118.508"," 52630.851","  3383.702","337898.192","  1266.981","  5382.502","     0.000"," 15600.000","  3514.845","187420.732","221458.222","223000.000","341514.027"," 61497.983"
"M699.455T1339.403","111544.60","108498.04","160443.15","161903.18","116173.97","105323.26","128000.60"," 98527.41","118261.63","119000.00"," 98366.15"," 49151.90","170198.98","128341.15"," 90200.00","127000.00"," 41671.78","131320.95","166000.00","159582.16"," 33598.15","105593.91","175861.33","183299.94","158000.00","141121.39","134000.00","226000.00","178091.76"," 35980.64","176881.72","198707.41","166364.16","142000.00","129960.22","112710.01","126335.25","114485.54"," 35273.07","188472.21"," 37133.25"," 45360.22"," 31111.06"," 81400.00"," 36254.77","131376.76","135406.47","183000.00","132135.86","106534.74"
"M884.32T942.609"," 42668.320"," 38307.973"," 57939.807"," 95822.686"," 76336.340"," 65001.008"," 90120.395"," 81205.145"," 72469.641","110000.000"," 76869.262","  7259.561"," 93884.322"," 87259.219"," 87500.000"," 70800.000","  4658.159","105280.641"," 85800.000","106855.712"," 11974.605"," 54723.199","105982.229","123405.964","101000.000"," 88132.922","134000.000"," 92800.000","129166.245"," 11211.245"," 82204.524"," 91690.722"," 89106.655"," 89900.000"," 62945.929"," 70966.898"," 69099.119"," 47764.895"," 18511.052","133985.777"," 12688.693"," 17924.209"," 16721.286"," 30100.000","  5691.934"," 78522.740","128470.450"," 95800.000","164320.146"," 56660.434"
"M832.307T992.353"," 39130.938"," 14047.942"," 53172.106"," 54830.904"," 51025.847"," 39320.415"," 41794.024","122365.902"," 98935.064","174000.000","123795.096","  2639.556"," 68119.882"," 52317.454"," 72200.000"," 90600.000","  7681.979","167830.263"," 90600.000","154878.663","  4371.508"," 25767.383"," 75470.659","246891.814","140000.000"," 82943.155","215000.000"," 84300.000","151845.349","  2710.174"," 93960.953"," 81588.381"," 71789.030"," 79800.000"," 66710.573"," 39164.357"," 58167.425"," 32331.488","  4997.354","218676.559","  2460.084","  5034.299","  1350.293","  8150.000","  8148.277"," 76194.846"," 78403.459"," 62500.000","275146.943"," 45112.934"
"M1002.386T959.199"," 31846.919"," 19623.012"," 43748.355"," 44622.777"," 38529.391"," 55402.523"," 55609.618"," 62594.826"," 64150.859"," 99600.000"," 49345.828","  1388.136"," 58356.585"," 41775.198"," 58900.000"," 53000.000","  3883.317"," 73492.860"," 75300.000"," 99345.320","  3532.596"," 28607.064"," 83765.084","110174.439"," 58300.000"," 73405.559"," 93600.000"," 75400.000","115824.329","  1484.305"," 73094.253"," 72199.935"," 86561.573"," 69000.000"," 40667.455"," 43590.418"," 43066.268"," 33452.134","     0.000","142427.499","  8882.763","  3647.411","  5608.065"," 13300.000","  5906.378"," 52680.331","106283.598"," 67500.000","187249.992"," 37628.191"
"M547.412T1341.992","212463.1","226742.4","203971.0","276805.2","213648.6","220896.9","313996.7","186165.5","212503.8","169000.0","178049.5","174916.8","295404.6","222220.7","211000.0","285000.0","185753.2","258501.4","274000.0","271820.2","166347.2","242626.8","307461.6","319454.5","310000.0","234526.3","270000.0","372000.0","288535.8","187334.5","275183.1","432527.3","252622.2","263000.0","243660.3","232859.0","243107.7","213711.8","135890.6","335555.4","147398.9","166848.9","130206.1","161000.0","123051.0","253679.3","207940.7","331000.0","237017.3","209876.7"
"M547.387T1389.173","194968.6","214365.6","189005.1","251327.9","204678.2","205137.9","297057.4","172238.2","197133.7","154000.0","155891.8","164236.7","274075.0","211605.5","199000.0","263000.0","174851.2","235580.0","252000.0","248945.0","139529.0","220155.9","280858.2","295635.5","289000.0","220637.0","247000.0","263000.0","267699.9","164284.4","246511.3","314556.0","237180.9","234000.0","228143.1","208674.6","224699.9","197441.6","117448.7","305847.6","118866.4","145446.3","116869.2","147000.0","116024.2","236740.9","259080.5","296000.0","208365.1","200082.9"
"M841.33T990.311"," 71648.948"," 48036.973"," 99108.865","104685.929"," 86086.782"," 79286.409"," 49593.677","128280.155","105768.508","189000.000","112361.248"," 12903.375"," 88351.961","109769.067"," 91300.000","108000.000"," 17788.304","129584.705","128000.000","131104.804"," 16256.406"," 49494.235","107311.248","192161.782","103000.000","138034.684","208000.000","119000.000","188358.387"," 18547.221","146825.101","121066.464","129319.318","120000.000"," 89426.382"," 83953.377"," 68333.436"," 57627.679","  9959.909","235315.831"," 10270.276"," 15636.069","  9905.707"," 44500.000"," 17541.713","107215.173","103638.569"," 81400.000","182759.940"," 75687.894"
"M574.213T908.018"," 63919.4270"," 30544.8420"," 82875.6590"," 63285.8870"," 71421.5750"," 62359.6050"," 38777.1580"," 85239.6000"," 79922.0510","123000.0000"," 94374.6870","  2940.4659"," 73662.7910"," 79247.3260"," 96300.0000"," 81200.0000","  2586.7738","104987.0922"," 84900.0000","108359.4000","   906.7418"," 50583.7010"," 82485.9940","152502.1330"," 93700.0000"," 93283.6840","161000.0000"," 78300.0000","127108.1400","  2900.0617"," 82543.3720"," 80812.4160","101739.0450"," 90900.0000"," 66771.1290"," 73681.3520"," 62370.1340"," 39123.3200","  4175.0640","117039.9860","  4301.7629","  2693.7829","  3588.3663"," 13700.0000","  2962.3347"," 81498.0110"," 99417.8210"," 50000.0000","152776.3454"," 56734.8730"
"M996.384T957.42"," 28323.686"," 13523.075"," 32434.783"," 46547.770"," 46390.522"," 30591.888"," 42832.551"," 55661.702"," 39630.854","122000.000"," 43996.537","  1255.299"," 46761.114"," 58141.105"," 70100.000"," 54100.000","  4522.014"," 80876.492"," 46100.000"," 59490.376","  3337.162"," 24483.238"," 58195.425"," 99145.896"," 53300.000"," 49202.139"," 76200.000"," 60700.000"," 81813.607","  9207.332"," 64666.142"," 40027.544"," 52383.810"," 70700.000"," 34394.721"," 55358.725"," 27953.584"," 15528.629","  5980.856","118627.248","  2211.094"," 10316.415","  6951.631"," 19500.000","  2745.661"," 32800.586"," 88336.158"," 54700.000","131524.329"," 29822.953"
"M471.314T1308.231","122011.56","104139.47","106872.77","125081.45","163407.93","122344.60","314514.77","133833.55","122682.72","145000.00","122737.01"," 55465.55","145096.65","122382.03","133000.00","196000.00"," 82504.98","201023.94","149000.00","202129.67"," 49886.60","398392.90","264998.93","267955.71","173000.00","180197.74","203000.00","219000.00","194088.80"," 78045.79","156426.68","237721.60","171108.58","155000.00","147743.87","169586.90","342473.28","156133.08"," 56414.20","519972.86"," 81867.21"," 52392.01"," 75390.37"," 96300.00"," 71430.57","177310.27","284493.48","466000.00","209498.77","145736.90"
"M690.262T910.27"," 56450.452"," 22806.802"," 84672.800"," 84910.233"," 89431.804"," 82447.230"," 67400.551","123911.288","103171.513","138000.000"," 88124.506"," 14355.512"," 80521.689","103258.720","115000.000","130000.000","  5638.907","121539.320","112000.000","104930.757","  9941.383"," 62534.188","112067.815","159774.131","121000.000"," 91894.660","162000.000"," 91700.000","152672.722"," 12868.029","141514.229"," 92786.102","122989.514","122000.000"," 68657.408"," 77640.345"," 82506.713"," 67013.379"," 12985.056","180328.005"," 11052.377","  6342.581"," 16653.693"," 40800.000","  4966.865"," 95384.790","135484.579"," 82900.000","178837.127"," 71896.355"
"M703.256T884.128"," 75956.397"," 45544.079","121453.407"," 81385.569"," 91563.201"," 89529.542","103425.160","105096.337"," 92908.225","143000.000"," 81866.256"," 10055.698","141736.160","117817.348","103000.000","104000.000"," 18047.609","101579.183","143000.000","105257.531"," 11164.064"," 57070.640","154196.677","150432.490","148000.000","121367.612","144000.000","156000.000","181331.051"," 15883.392","132248.321","140531.063","160428.008","141000.000"," 60445.430"," 84217.456"," 87618.844"," 72870.016"," 13508.065","170178.447","  7858.448"," 15158.661"," 12697.585"," 45200.000"," 12373.121","120848.845","155370.078"," 96800.000","158276.931"," 67222.362"
"M689.269T924.637"," 74167.340"," 37920.855","104855.084","110989.379","122045.537","114754.882"," 89569.273","132144.151","114706.187","175000.000","109354.808"," 11803.416","127148.850","130380.205","168000.000","169000.000","  4359.305","113565.390","152000.000","126188.759"," 10544.311"," 86874.604","169163.584","189323.776","176000.000","130151.285","140000.000","154000.000","192125.388","  5956.579","223005.246","120595.815","166617.795","184000.000"," 81476.437","124690.131","110336.643"," 73450.086"," 14344.575","253996.761","  4686.546","  9450.422","  7355.483"," 62000.000"," 10198.863","121985.690","158155.734"," 85300.000","213295.908"," 79941.837"
"M907.342T857.905"," 57133.193"," 30115.854"," 65282.915"," 55110.652"," 69959.779"," 62676.938","114507.058"," 86621.757"," 82609.491","131000.000"," 88583.368"," 13881.763","101127.457"," 74236.567"," 91300.000"," 71200.000"," 16205.110"," 81132.420"," 76800.000"," 79004.509"," 10315.070"," 49295.879","104726.685","134667.690"," 91900.000"," 78983.927","129000.000"," 94000.000","109516.993"," 15706.146"," 81097.728","100098.384"," 89720.325"," 77500.000"," 42376.020"," 74097.785"," 58975.506"," 43608.919"," 17515.782","101589.950"," 18198.853","  5678.831"," 17366.702"," 40600.000"," 12413.510"," 79249.810","159954.444","104000.000","144747.714"," 38135.067"
"M643.447T1372.623","204622.82","247089.65","237612.50","293034.20","219132.50","208808.85","146958.93","187330.09","232031.97","201000.00","122261.17"," 44210.19","321415.45","193660.15","178000.00","216000.00"," 59033.77","337288.67","266000.00","212848.19","487675.71","222329.50","249955.58","177785.58","242000.00","250374.67","202000.00","368000.00","256389.94"," 51921.17","422495.39","249682.06","231248.32","367000.00","194845.10","189304.76","218864.58","218900.37"," 43015.82","577875.28"," 43857.99","200536.84"," 92618.96","139000.00"," 85102.33","185754.51","151906.27","201000.00","202098.76","676491.68"
"M700.27T900.968"," 47954.097"," 22548.542"," 73588.395"," 57584.266"," 63934.623"," 62192.779"," 35512.298"," 93385.187"," 77127.809","166000.000"," 63980.275","  1832.186"," 66178.712"," 90866.536"," 71100.000"," 97200.000","  6621.700","101647.808","111000.000","108796.724","  6739.663"," 31390.402"," 95676.042","137218.540"," 88700.000"," 83095.879","100000.000"," 87000.000","177384.892","  8106.406"," 80478.955","100090.328","105072.895"," 87200.000"," 40225.601"," 44435.383"," 44329.740"," 36095.720","  8898.369","138179.362","  3811.606","  6380.496","  9398.970"," 27200.000","  8964.062"," 81230.476"," 89034.804"," 84000.000","130461.972"," 41742.116"
"M689.277T943.472"," 69749.770"," 31553.842"," 97957.303"," 99371.875","102488.010","104684.555"," 74230.031","123837.660","106592.248","174000.000"," 93265.761","  8822.955","118432.664","127355.133","166000.000","157000.000","  2637.110","104449.439","140000.000","118088.358","  4807.616"," 81432.866","160687.813","187910.159","162000.000","124153.326","145000.000","153000.000","177727.636","  1645.164","199587.193","112196.411","159558.761","162000.000"," 60687.914"," 90712.397"," 79765.876"," 55499.356","  8095.233","221713.453","  1245.791","  5204.838","  2748.628"," 54500.000","  6512.527","120746.406","151497.176"," 79100.000","187846.309"," 60788.426"
"M481.362T1439.996","135644.55","111203.12","135621.91","125969.99","123826.00","102469.57","116498.97","147611.24","145602.34","168000.00","127229.23"," 98818.91","167706.20","177867.26","115000.00","194000.00","106844.08","212196.72","213000.00","252348.50","104082.64","155045.84","205732.16","253379.79","202000.00","142202.33","247000.00","322000.00","302343.86"," 74995.76","185502.25","205081.07","219941.93","168000.00","159203.32","165452.72","151990.27","152414.47"," 63917.57","295012.13"," 93751.85"," 90952.11"," 91335.43","138000.00","101542.49","205359.57","179264.71","187000.00","192481.20","165228.24"
"M909.343T957.42"," 70233.248"," 39923.752","101471.183"," 85469.288"," 90047.680","102843.024","137325.990","115505.883","113445.403","192000.000"," 98840.837"," 11819.010"," 93787.531","109606.889","116000.000","112000.000"," 13160.884","121358.158","118000.000","124438.293"," 11783.667"," 58274.299","128458.170","178013.119","122000.000"," 95113.631","172000.000","119000.000","141144.955","  2656.255","141031.294","118692.288","120403.191","129000.000"," 71442.658"," 88628.962"," 73271.645"," 56545.796"," 19007.057","181956.862"," 12163.585"," 16289.292"," 14952.143"," 33300.000","  9343.328"," 98205.431","168316.182","136000.000","190565.450"," 56835.900"
"M889.338T942.609"," 68184.54"," 45004.99"," 91119.05"," 87892.43"," 86493.66"," 69712.08"," 68729.07","139261.61"," 76624.93","143000.00","121917.89"," 25714.37","108835.37","106874.99","111000.00","108000.00"," 15670.79","108363.20","138000.00","118927.01"," 16187.21"," 67394.96","104921.36","151317.69","107000.00","105313.01","166000.00","106000.00","154037.11"," 10898.44","112672.88","108998.02"," 96658.50","131000.00"," 74541.52"," 85970.12"," 81611.67"," 65594.23"," 16912.98","169728.90"," 12829.62"," 23676.19"," 17811.25"," 37900.00"," 22051.72"," 92328.64","113783.01"," 86500.00","181208.15"," 67152.64"
"M704.261T784.45"," 64980.410"," 28961.654"," 74686.878"," 66297.031"," 83459.853"," 81575.765","126002.016","131083.362","102944.725","188000.000","102259.492","  7076.975"," 91339.256"," 93831.017","127000.000","119000.000","  8951.917","113042.189","108000.000","123477.815","  6485.454"," 62069.842","121369.214","172800.711","105000.000","100357.613","186000.000","114000.000","190003.658"," 10532.066","123703.453","104289.796","123401.747","106000.000"," 65034.463"," 68616.831"," 66405.604"," 44236.777","  6672.342","148391.718","  9147.840"," 11303.692","  3369.524"," 32000.000","  8644.379","122169.806","186632.730","123000.000","197399.466"," 57497.625"
"M557.21T874.262"," 90930.613"," 35187.447","121632.896","100849.905","126153.205"," 89659.196","130769.243","123339.324","137466.582","188000.000","110600.401","  5937.783","125881.514","142364.572","133000.000","109000.000","  5522.082","153565.997","144000.000","174275.534","  4185.328"," 74327.733","172332.532","230336.890","119000.000","154097.965","180000.000","133000.000","218317.236","  1578.220","162452.800","166988.176","179383.513","141000.000","103722.782"," 71988.242"," 86395.015","117805.149","  4945.358","181895.316","  1469.250","  8269.681","  1595.799"," 34900.000","  5557.412","139365.409","261292.125","149000.000","289612.205"," 81680.877"
"M885.332T901.88"," 51053.198"," 30976.350"," 76302.332"," 79871.725"," 77142.508"," 88284.063","114899.801","100162.237"," 79767.978","142000.000"," 93594.287","  8744.976"," 87137.488","104561.243","113000.000","100000.000"," 15526.252","102897.000","116000.000","101899.298"," 11322.673"," 66850.501","118064.573","165708.288","123000.000"," 98146.008","154000.000","104000.000","129833.826"," 11716.771","116611.272"," 93633.520"," 97739.614","128000.000"," 70816.941"," 75530.175"," 56832.172"," 65233.131","  7294.515","162213.777"," 14862.783"," 13751.268"," 11256.918"," 41800.000"," 14031.349","103055.648","159655.459","115000.000","177667.169"," 49265.927"
"M885.34T952.01"," 51060.985"," 33056.251"," 70578.221"," 79669.752"," 79709.208"," 87183.070"," 97483.879"," 92418.806"," 75352.484","163000.000"," 90599.403","  5541.757"," 86856.166","105261.212","116000.000"," 88400.000"," 11627.328","100303.091","121000.000"," 99770.719"," 11274.846"," 60357.513","113190.508","173058.463","122000.000"," 99536.118","148000.000","111000.000","129876.098"," 11460.475","123504.923"," 93839.672"," 93524.332","107000.000"," 68415.222"," 71480.274"," 61944.679"," 63961.978","  9496.225","187692.142"," 13052.810"," 13881.770","  9006.201"," 39800.000"," 12839.510","101076.583","141391.210","109000.000","179489.740"," 46922.837"
"M889.348T1006.792"," 42274.266"," 27724.774"," 46733.575"," 43720.434"," 52183.924"," 36693.728"," 27096.556"," 82263.114"," 46773.612"," 84600.000"," 69040.496"," 11536.624"," 77598.366"," 72829.976"," 63700.000"," 70400.000","  4373.938"," 64050.429"," 89700.000"," 79897.571"," 11253.112"," 47600.564"," 63023.549"," 80572.391"," 70400.000"," 57548.594","104000.000"," 72200.000","104175.444","  5470.614"," 75119.257"," 67072.357"," 59184.763"," 85800.000"," 40334.118"," 57316.759"," 47443.073"," 39959.317"," 10462.927","132791.070","  6575.169"," 13606.545","  9085.778"," 16800.000"," 14248.767"," 55078.552"," 47025.276"," 40200.000","135108.449"," 46185.966"
"M770.3T957.42"," 42233.360"," 11262.651"," 38896.810"," 45415.227"," 47464.166"," 35358.537"," 18700.512"," 79447.426"," 59483.664","112000.000"," 61934.073","  3779.697"," 64763.649"," 50207.366"," 40700.000"," 60900.000","  6705.074"," 68391.798"," 75800.000"," 75609.458","  7324.032"," 29117.841"," 60497.082"," 71253.774"," 69000.000"," 71017.331"," 91700.000"," 59800.000"," 88555.136","  3784.995"," 69724.348"," 66030.825"," 80195.038"," 63400.000"," 40730.615"," 34708.124"," 37175.219"," 35656.143","  4152.824","110069.163","  3768.665","  6764.536","  7466.121"," 15500.000","  1140.135"," 53943.226"," 48757.082"," 27600.000","122010.602"," 38061.812"
"M837.325T924.637"," 63053.375"," 23610.802","118757.967","105256.892","100652.021"," 73016.905","142960.196","138134.953","135266.480","271000.000","107297.140","  5260.579","121261.115","141059.797","161000.000","104000.000"," 13838.352","160500.387","155000.000","168650.792"," 12949.865"," 57588.692","169600.766","253464.937","152000.000","127024.213","242000.000","151000.000","287652.193","     0.000","233449.868","138216.076","140012.667","153000.000"," 75261.423"," 61940.275"," 65722.641"," 69259.098","  6890.470","281188.893"," 10076.424","  8069.310","  4106.522"," 28100.000","  6198.342","124567.761","285846.760","157000.000","203761.055"," 75866.990"
"M386.164T943.456","223538.986"," 25878.729","122417.060","112501.055","299939.736","143141.379"," 47442.813","448002.863","457302.647","806000.000","422231.849","  2264.555","179124.138","137020.731","295000.000","297000.000","  1517.706","431999.220","188000.000","543112.995","  1204.329","120658.838","152366.760","782838.279","321000.000","235741.102","849000.000","153000.000","448393.002","  1521.182","239809.191","149485.127","187249.068","157000.000","107117.423","116315.554"," 96640.731"," 69728.720","     0.000","589823.255","     0.000","  1496.667","  2231.385"," 84700.000","  6423.754","242859.769"," 76600.657","141000.000","658291.453"," 58629.208"
"M1031.387T924.482"," 24902.655"," 15656.814"," 48117.251"," 42424.230"," 54591.651"," 45144.216"," 62705.419"," 42696.884"," 37783.893"," 70900.000"," 48484.942","  7112.692"," 49987.307"," 52032.689"," 52000.000"," 50300.000","  9398.041"," 59068.016"," 68500.000"," 71178.298","  2202.226"," 31913.823"," 78991.577"," 91325.799"," 43700.000"," 58142.220"," 78800.000"," 51400.000"," 99213.694","     0.000"," 84798.356"," 68424.730"," 97110.744"," 44500.000"," 39934.763"," 49824.335"," 31399.551"," 43896.611","  3411.128","105233.201"," 10155.008","  7190.425","  3070.458"," 11500.000","  4846.991"," 32698.325"," 96188.896"," 51000.000","149316.534"," 34224.861"
"M835.332T872.624"," 48214.128"," 31887.263"," 72212.857"," 64980.311","105545.716"," 79052.959","182466.804","112808.518","124461.680","307000.000"," 91758.542","  6563.765"," 88847.195","130036.451","116000.000"," 87900.000"," 12191.093","193320.520","114000.000","111783.212"," 12186.218"," 64432.053","119289.898","241959.880"," 94500.000"," 76539.585","250000.000","115000.000","173350.792","  6753.274","121123.680","109287.467","113914.181","105000.000"," 60233.957"," 74901.766"," 61133.176"," 54367.629"," 15013.327","150816.610","  9952.648"," 10260.086","  8099.166"," 37600.000","  5462.559","101067.354","214232.095","129000.000","279232.838"," 51151.364"
"M507.38T1474.624"," 87667.55"," 91595.18","147037.55","178065.27","115525.63","108799.58","116060.82","118828.91","139679.31","112000.00"," 85566.84"," 79461.58","183698.87","132314.95","143000.00","143000.00"," 84950.15","194743.25","216000.00","144171.15","104111.73","106164.12","158173.12","130279.70","182000.00","207359.06","134000.00","230000.00","214116.08"," 66750.51","207309.69","187871.83","176877.02","371000.00","105012.74","107262.48","153581.38","111647.86"," 66903.17","206815.52"," 71267.69","121415.62"," 79181.16","138000.00"," 87369.13","111901.70","110593.99","148000.00","151462.73","147006.85"
"M888.347T872.624"," 54031.131"," 23521.485"," 83469.229"," 57472.261"," 80780.910"," 73858.680","117293.025"," 91776.855"," 77613.236","141000.000"," 81603.820","  9117.882"," 85435.159"," 90452.985"," 94700.000"," 85300.000"," 11544.295","104435.871","100000.000"," 99280.166"," 11824.429"," 52101.349"," 98621.674","129600.895","101000.000"," 85348.748","124000.000"," 85200.000","117397.539","  5597.522","110846.765"," 88487.734"," 99790.225","102000.000"," 51684.453"," 60377.660"," 59084.183"," 51451.520"," 24389.933","149146.853"," 10935.745","  7260.575"," 10687.194"," 24900.000","  8708.127"," 88804.164","153535.581","108000.000","148835.373"," 46200.661"
"M837.332T895.326"," 52092.355"," 17944.043"," 85686.201"," 79954.824"," 86068.826"," 61337.424"," 83056.245","120067.846","127838.745","253000.000"," 95153.462","  3051.320","103337.079","112698.158","150000.000"," 84700.000","  7018.533","157863.227","126000.000","141779.584","  7773.873"," 44767.061","156751.527","222267.773","137000.000","105933.719","220000.000","129000.000","247053.836","     0.000","215667.365","123155.969","116760.031","131000.000"," 59533.817"," 51145.027"," 59270.707"," 55833.796","  4407.539","243583.845","  5143.301","  5551.648","  3495.274"," 23500.000","  4565.517","109806.599","235618.171","138000.000","164523.048"," 67939.061"
